query,url,page_target_score,ranking_target_score,critical_search_score,rank_prior_score,quality_band,d50_focus_query,label_source,labeler,notes
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,77.8225,67.8833,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://natyazhniepotolkiekb.ru/,75.7,78.4732,79.9283,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://luxpotolok.pro/,78.2,78.0413,78.215,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://potolki-ekburg.ru/ceny,61.9,65.702,74.8266,70.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://моипотолки.рф/ekaterinburg,66.8,66.2631,69.8137,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://ekapotolok.ru/,66.5,64.3704,69.9357,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://vipceiling.ru/ekb/price/,71.6,67.0655,78.3234,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://ekb.potolochnik24.ru/,77.4,68.8313,77.6221,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Екатеринбург,https://potolokmt.ru/,69.4,61.8743,75.8087,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,75.6,82.1477,81.8379,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://новосибирск.натяжные-потолки24.рф/,76.7,80.7354,79.3757,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://mirpotolkov-54.ru/,76.9,79.1698,79.6122,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://alansa.ru/,82.9,81.8697,84.3115,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://potolki-novosib.ru/ceny,61.7,65.454,74.0003,70.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://averno.ru/,70.3,66.346,67.4001,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://potolkisib.ru/,65.5,62.6073,73.8151,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://novosibirsk-potolki.ru/,74.7,67.4265,79.4169,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Новосибирск,https://nsk-dekor.ru/,65.2,59.026,74.18,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://kazan-potolki.ru/,78.2,82.6677,74.5578,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://моипотолки.рф/kazan,66.4,72.5486,67.3704,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://kazanpotolok.ru/,72.8,76.1726,76.5772,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://potolki-real.ru/,75.0,75.2925,73.1164,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://potolok-montazh.com/ru/kazan/prices,69.5,70.0261,72.2406,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://profi.ru/geo-kzn/remont/potolki/montazh-natyazhnyh-potolkov/price/,67.0,66.0487,67.558,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://www.potolki-servis.ru/,68.7,66.4997,75.0379,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://potolki-ts.ru/kazan,64.6,61.1782,68.0083,47.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://kazan.natpotolok.ru/,77.8,69.925,83.2601,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Казань,https://kazan.potolki-natyazhniye.ru/,71.1,62.5202,73.0881,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://potolki-93.ru/ceny,61.6,71.8254,70.8892,100.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://o-potolki.ru/krasnodar,70.5,77.6516,84.4439,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://vipceiling.ru/krasnodar/price/,70.4,74.373,74.4997,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://potolki-ts.ru/krasnodar,67.3,70.0939,70.286,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://potolkito.ru/,75.7,74.5524,76.7896,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,http://potolki-kuban.ru/,62.9,63.8304,69.7159,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://potolok2000001.ru/,70.2,66.663,69.9268,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://msdcorp.ru/,69.4,64.6106,71.0506,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://potolok-kras.ru/,73.2,66.2097,77.5046,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Краснодар,https://potolok-ns.ru/,63.9,57.2117,67.4579,32.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,78.6,84.0667,82.2312,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Самара,https://potolkikiger.ru/samara,73.2,79.0313,82.4821,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
натяжные потолки цена Самара,https://potolki-s.ru/ceny,65.6,72.3786,81.0442,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
