query,url,expert_target_score,label_source,labeler,notes,critical_score,important_score,supporting_score,rank_prior_score,cap_applied,cap_reasons,quality_band,top_positive_factors,top_negative_factors
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=72.0; cap=100.0,0.61457,0.725989,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,page_structure:0.175|title_query_fit:0.352
натяжные потолки Самара,https://potolkius.ru/,74.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=74.3; cap=100.0,0.73781,0.750161,0.5517,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.987|media_and_internal_navigation:0.933,structured_support:0.000|page_structure:0.342
натяжные потолки Самара,https://www.potolkoffsam.ru/,73.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=73.6; cap=100.0,0.671928,0.764239,0.8268,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.951,heading_query_fit:0.335
натяжные потолки Самара,https://potolki-63.ru/,79.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=79.2; cap=100.0,0.770914,0.793475,0.777,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.410|title_query_fit:0.424
натяжные потолки Самара,https://studiostyle63.ru/,68.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=68.2; cap=100.0,0.641918,0.701912,0.695,0.684211,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.940,structured_support:0.000|canonical_consistency:0.150
натяжные потолки Самара,https://smartpotolki.ru/,74.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=74.5; cap=100.0,0.743869,0.742742,0.661383,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.890,structured_support:0.187|page_structure:0.413|title_query_fit:0.449
натяжные потолки Самара,https://potolki-samara.info/,72.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=72.2; cap=100.0,0.722439,0.68438,0.7523,0.578947,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.972|crawl_indexability:0.930,structured_support:0.000|page_structure:0.434|title_query_fit:0.443|mobile_render_performance:0.447
натяжные потолки Самара,https://потолкисамара.рф/,68.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=68.6; cap=82.0,0.625643,0.758466,0.731183,0.526316,82.0,important_canonical_points_elsewhere,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.961|commercial_trust:0.936,structured_support:0.103|canonical_consistency:0.250|page_structure:0.389|title_query_fit:0.427
натяжные потолки Нижний Новгород,https://nn-decor.ru/,74.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=74.5; cap=100.0,0.668271,0.764462,0.827283,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.346|title_query_fit:0.374
натяжные потолки Нижний Новгород,https://нижний.натяжные-потолки24.рф/,72.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=72.8; cap=100.0,0.679791,0.73072,0.723,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|page_structure:0.368|title_query_fit:0.379
натяжные потолки Нижний Новгород,https://nnpotolok.ru/,76.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=76.5; cap=100.0,0.667068,0.811554,0.9454,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.362
натяжные потолки Нижний Новгород,https://potolki-d.ru/,64.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=64.5; cap=100.0,0.568149,0.664618,0.765,0.842105,100.0,,low,text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.920|secondary_commercial_details:0.900,structured_support:0.000|canonical_consistency:0.150|page_structure:0.318|title_query_fit:0.369
натяжные потолки Нижний Новгород,https://potolki-nng.ru/,61.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=61.3; cap=100.0,0.52992,0.682885,0.618,0.789474,100.0,,low,text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930|offer_and_conversion:0.860,structured_support:0.000|canonical_consistency:0.150|page_structure:0.319|title_query_fit:0.362
натяжные потолки Нижний Новгород,https://tandempotolki.ru/,75.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=75.4; cap=78.0,0.680413,0.792777,0.903,0.736842,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.342
натяжные потолки Нижний Новгород,https://nebosvod-nn.ru/,69.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=69.9; cap=100.0,0.642267,0.727487,0.785367,0.684211,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.312|page_structure:0.362|title_query_fit:0.389
натяжные потолки Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category?text=натяжные+потолки,71.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=category; raw_score=71.2; cap=78.0,0.612298,0.792616,0.759983,0.631579,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|secondary_commercial_details:1.000,heading_query_fit:0.000|title_query_fit:0.295|structured_support:0.346
натяжные потолки Нижний Новгород,https://2gis.ru/n_novgorod/search/Продажа / монтаж потолков/rubricId/584,17.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=17.6; cap=35.0,0.082894,0.394038,0.03095,0.578947,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|critical_title_missing|important_extremely_thin_content,blocked,commercial_trust:0.720|mobile_render_performance:0.517|technical_metadata:0.240,title_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|semantic_query_fit:0.001
натяжные потолки Нижний Новгород,https://atlantispotolki.ru/,71.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=71.0; cap=100.0,0.660127,0.742781,0.8301,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.936,page_structure:0.312|title_query_fit:0.365
натяжные потолки цена Москва,https://www.potolkoff.ru/price/,78.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=content; raw_score=78.4; cap=100.0,0.789109,0.786402,0.8424,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.433
натяжные потолки цена Москва,https://100potolkov.ru/tseny/,75.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=75.4; cap=100.0,0.76072,0.78662,0.723,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.412
натяжные потолки цена Москва,https://potolki-nova.ru/,74.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=74.9; cap=100.0,0.675147,0.748457,0.93165,0.894737,100.0,,medium,text_sufficiency:1.000|media_and_internal_navigation:1.000|secondary_commercial_details:1.000|commercial_trust:0.968,canonical_consistency:0.150|title_query_fit:0.411
натяжные потолки цена Москва,https://моипотолки.рф/msk,69.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=69.6; cap=82.0,0.69012,0.753263,0.679283,0.842105,82.0,important_canonical_points_elsewhere,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.973|offer_and_conversion:0.860,structured_support:0.187|canonical_consistency:0.250|title_query_fit:0.369
натяжные потолки цена Москва,https://potolok.net/ceny,80.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=80.7; cap=100.0,0.829699,0.808494,0.8868,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|commercial_trust:0.968,title_query_fit:0.500|page_structure:0.525|mobile_render_performance:0.634
натяжные потолки цена Москва,https://vipceiling.ru/moscow/price/,72.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=content; raw_score=72.4; cap=100.0,0.746457,0.726106,0.7854,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.377
натяжные потолки цена Москва,https://www.potolkini.ru/ceny-na-natyazhnye-potolki/,74.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=content; raw_score=74.6; cap=100.0,0.761698,0.801835,0.723,0.684211,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.374
натяжные потолки цена Москва,https://masterpotolkov.com/,70.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=70.8; cap=100.0,0.637899,0.767128,0.8,0.631579,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|secondary_commercial_details:1.000,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.375
натяжные потолки цена Москва,https://natpotolok.ru/,83.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=83.7; cap=100.0,0.839961,0.84463,0.7731,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|media_and_internal_navigation:1.000,structured_support:0.578|title_query_fit:0.626|secondary_commercial_details:0.700
натяжные потолки цена Москва,https://uslugi.yandex.ru/213-moscow/category?text=натяжные+потолки,78.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=category; raw_score=78.3; cap=78.0,0.693954,0.846151,0.90895,0.526316,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|offer_and_conversion:1.000,heading_query_fit:0.000|title_query_fit:0.326
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,78.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=78.7; cap=100.0,0.721062,0.799396,0.8568,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.350
натяжные потолки цена Санкт-Петербург,https://master-plus.spb.ru/natyazhnye-potolki/,66.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=66.1; cap=100.0,0.614954,0.749734,0.7021,0.947368,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.915|media_and_internal_navigation:0.895,structured_support:0.000|canonical_consistency:0.150|page_structure:0.350|title_query_fit:0.404
натяжные потолки цена Санкт-Петербург,https://potolok-peter.ru/,73.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=73.2; cap=100.0,0.63548,0.782667,0.883,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,title_query_fit:0.356|page_structure:0.370|semantic_query_fit:0.418
натяжные потолки цена Санкт-Петербург,https://okna-leningrad.ru/potolki/,67.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=67.5; cap=78.0,0.674316,0.699152,0.719883,0.842105,78.0,critical_query_title_fit_weak,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930,structured_support:0.124|title_query_fit:0.326|page_structure:0.439
натяжные потолки цена Санкт-Петербург,https://моипотолки.рф/spb,66.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=content; raw_score=66.8; cap=82.0,0.657341,0.738964,0.679283,0.736842,82.0,important_canonical_points_elsewhere,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.976|offer_and_conversion:0.860,structured_support:0.187|canonical_consistency:0.250|title_query_fit:0.364|page_structure:0.427
натяжные потолки цена Санкт-Петербург,https://tuspb.ru/,71.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=71.5; cap=100.0,0.664434,0.735878,0.8,0.684211,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|secondary_commercial_details:1.000,structured_support:0.000|canonical_consistency:0.150
натяжные потолки цена Санкт-Петербург,https://potolki-sankt-peterburg.ru/,68.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=68.6; cap=78.0,0.602724,0.726922,0.9034,0.631579,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.314|semantic_query_fit:0.319|page_structure:0.337
